,increase_5%,increase_2%
277,1.7959166085347535e-08,4.561330494470894e-08
278,2.7484934849780983e-08,6.93714374647243e-08
279,9.214340272592381e-09,2.3546739001176322e-08
280,7.075460052874405e-10,1.8062459503198625e-09
281,1.4395836205221713e-07,3.676693036686629e-07
282,1.0057780857896433e-06,2.525309672113508e-06
283,1.1091059440514073e-07,2.8019574139034374e-07
284,3.1035356310894716e-08,7.905541671789252e-08
285,3.9250853296834975e-07,1.001868410385214e-06
286,5.028283808496781e-08,1.2698578866547903e-07
287,9.824682594626211e-09,2.5547441648086532e-08
288,9.449557055631885e-09,2.4623530996905172e-08
289,2.375979870557785e-07,6.044194246642292e-07
290,7.90916495025158e-08,2.0148230774793775e-07
291,2.380833198549226e-08,6.060643139062449e-08
292,2.9347190793487243e-09,7.463907728379126e-09
293,6.352948876156007e-10,1.615274843061343e-09
294,3.267777065047994e-10,8.306460049425368e-10
295,1.683818678429816e-09,4.269044860848225e-09
296,9.550868242513388e-09,2.4356156107387505e-08
297,4.364706379419658e-09,1.1143628835270647e-08
298,8.468762680422515e-10,2.2522986928379396e-09
299,3.919748443877324e-08,9.986967052100226e-08
300,1.2821756536141036e-10,3.25978035107255e-10
301,8.462287951260806e-12,2.1640793420374394e-11
302,9.219336789101362e-12,2.3424217943102123e-11
303,5.7571092402213255e-09,1.4548372688295787e-08
304,1.909550657728687e-09,4.870106640737504e-09
305,2.219936354085803e-07,5.633734799921512e-07
306,1.4325681841000914e-09,3.6373253824422135e-09
307,1.0073912471852964e-10,2.587478084024042e-10
308,1.6041260187193984e-09,4.05268282702309e-09
309,1.4484261599136518e-08,3.854322389815934e-08
310,1.8900976617164387e-14,4.776510553750057e-14
311,3.792833401516926e-15,9.582242721517532e-15
312,1.748758240993631e-14,4.419365842722733e-14
313,1.2146153895997714e-12,3.0693713721774427e-12
314,1.8344481966456328e-16,4.649267160497516e-16
315,4.230744355027127e-11,1.0691482776792326e-10
316,7.498439226765185e-09,1.8949643868836574e-08
317,1.8591434733936443e-17,4.698113564307292e-17
318,1.5817985810073764e-13,4.02180322378598e-13
319,3.888113198513565e-12,9.906103329626604e-12
320,1.8245152605231852e-08,4.613305097154808e-08
321,6.250470778468298e-11,1.6054252273534076e-10
322,6.242685607338316e-14,1.5771597960956285e-13
323,1.2084055924788117e-11,3.0426512239500874e-11
324,7.561476959381253e-10,1.921491319080815e-09
325,7.55583263526205e-10,1.9102142396150157e-09
326,0.0,0.0
327,0.0,0.0
328,0.0,0.0
329,8.150886028306559e-08,2.0590335797169244e-07
330,1.2823646087781526e-08,3.240181051660329e-08
331,4.269193398067728e-08,1.0784921131562441e-07
332,2.715965933020925e-09,6.854947812826139e-09
333,3.528689998347545e-08,8.915582119516329e-08
334,9.644285410104204e-11,2.546119840189931e-10
335,2.7988043984805698e-09,7.067442678817315e-09
336,8.805517099972349e-09,2.2243075822188985e-08
337,3.370138576428872e-09,8.516913039784413e-09
338,1.1087929656241613e-09,2.800481590838899e-09
339,1.810815882663519e-11,4.577840309138992e-11
340,9.041206949778058e-15,2.2845916103353402e-14
341,2.34040250943508e-08,5.916134933067952e-08
342,0.0,0.0
343,8.970720815705135e-08,2.266762736835517e-07
344,0.0,0.0
345,3.5136224240704907e-06,8.793455739563796e-06
346,6.142689395346679e-09,1.5525447452091612e-08
347,0.0,0.0
348,0.0,0.0
349,0.0,0.0
350,0.0,0.0
351,0.0,0.0
352,0.0,0.0
353,0.0,0.0
354,0.0,0.0
355,0.0,0.0
356,0.0,0.0
357,0.0,0.0
358,5.177854214721833e-12,1.1821677054157931e-11
359,0.0,0.0
360,-1.1929827537387608e-06,-3.0057047178270298e-06
361,3.9849118766142055e-08,1.0107597765454556e-07
362,1.954657085661893e-09,4.937949079248937e-09
363,8.481787481287028e-10,2.1437220530060587e-09
364,-5.168934199065168e-15,-1.305597864889596e-14
365,5.481961551367931e-12,1.384996701858654e-11
366,4.382013896247372e-09,1.1033454997232184e-08
367,1.2620210281966139e-10,3.1888050034467597e-10
368,0.0,0.0
369,5.55586346425116e-07,1.4036772148683667e-06
370,1.4067199104465544e-07,3.553643295308575e-07
371,7.180392392911017e-07,1.8136252672411502e-06
372,1.0712136045754051e-11,2.7568898147478647e-11
373,2.673485305422219e-10,6.726382489432581e-10
374,-2.997826668433845e-09,-9.35293675865978e-10
375,3.6954210372641686e-10,9.421646027476527e-10
376,4.5971092549734745e-10,1.1664449048112146e-09
377,1.4474043465452268e-07,3.6432990676257763e-07
378,0.0,0.0
379,3.4791208918250046e-12,8.562167920445063e-12
380,1.2670563392020995e-09,3.2720468298066406e-09
381,1.5985021687811238e-08,4.0924639004515485e-08
382,7.489912750315853e-09,1.9112429610686377e-08
383,9.159284498309717e-09,2.4777973041636867e-08
384,6.303171032108366e-06,1.5714518120512367e-05
385,6.874503849144276e-08,1.7335736069753692e-07
386,1.4523853017017247e-06,4.0020844237878915e-06
387,4.8070419783471156e-08,1.2167066738584253e-07
388,6.159026622772216e-07,1.5497967842966317e-06
389,2.8285438420425637e-09,7.126622207579203e-09
390,6.073072510072962e-06,1.5384282268350946e-05
391,4.139091569231823e-08,1.781088590505533e-07
392,1.083435058244504e-07,2.7776947675738487e-07
393,1.7806320385716388e-08,4.529200469551142e-08
394,1.3574231188977136e-07,3.4290501504438e-07
395,1.9431048189289867e-08,4.960419773124158e-08
396,-8.48191008064896e-05,-0.00021385678890440614
397,5.29147257799707e-08,1.335669891158773e-07
398,2.0683000478893516e-06,5.232997191604227e-06
399,5.96305962651968e-07,1.682732492685318e-06
400,1.8766004970530047e-06,4.695567841408775e-06
401,1.6918205656111241e-09,9.98056663229363e-09
402,0.0,0.0
403,0.0,0.0
404,9.866670596238692e-08,2.5860912159259897e-07
405,-3.3853578206617386e-08,7.531666255090386e-09
406,8.782925848208835e-09,2.3077858902979643e-08
407,2.247798534517642e-08,6.008837849367409e-08
408,8.390482864342629e-09,2.2941618502954954e-08
409,2.3629440285731107e-07,5.394891401519999e-07
410,-2.1734144038987325e-10,-2.914470528310176e-10
411,7.717101769230795e-09,1.9788387215157852e-08
412,1.3811972571420484e-07,3.4866432825219816e-07
413,1.8834455194883047e-07,4.7617512312717735e-07
414,6.001056637614966e-09,3.071539581287652e-08
415,4.675815120572224e-08,1.3827884822967462e-07
416,7.987488046637736e-09,2.2172221331857145e-08
417,5.677423102315515e-08,1.4906812366098165e-07
418,-2.2045923891710117e-08,-3.6726681428262964e-08
419,4.998552933102473e-09,1.2799047384760343e-08
420,2.098779007792473e-08,5.466585757676512e-08
421,2.7548291411221727e-08,6.921377361322811e-08
422,1.964197412598878e-08,4.965161743166391e-08
423,0.0012689332600831986,0.0032030288064731284
424,0.0005061854029595851,0.001276589616432786
425,1.044195071908689e-07,2.633192237476578e-07
426,8.294220973716904e-10,2.0916550964571456e-09
427,1.0316145482462955e-09,2.601435893385684e-09
428,5.174220149638131e-06,1.3048541425829171e-05
429,2.3483673416251352e-09,5.921829728592343e-09
430,1.4224692664932536e-11,3.58703592459042e-11
431,0.0,0.0
432,0.0,0.0
433,0.0,0.0
434,3.7739040438538045e-09,9.517242915123346e-09
435,1.1454430568846874e-09,2.910423300363618e-09
436,8.037601590331178e-09,2.0389828197949102e-08
437,0.0,0.0
438,1.10646728046504e-11,2.7892710875221383e-11
439,-3.4453473411849705e-07,-8.822783465730027e-07
440,2.604000159408315e-09,6.588368718439597e-09
441,8.986412710510195e-08,2.27654890390113e-07
442,1.4694983651861547e-07,3.715033558546565e-07
443,2.503719501546584e-07,6.342914582346567e-07
444,1.528258579855901e-08,3.873734141961904e-08
445,1.382864787359722e-06,3.5053721624426543e-06
446,2.22619657748146e-06,5.601739652629476e-06
447,2.9793935385532674e-07,7.531616657506675e-07
448,8.956073949229904e-08,2.2822328857728282e-07
449,5.614708089851775e-07,1.4280437598354182e-06
450,1.1387760572251863e-06,2.8672847926500253e-06
451,2.694960283115506e-06,6.8744233408942815e-06
452,6.628673083614558e-07,1.7326251979684458e-06
453,7.28044947143644e-07,1.853715753182769e-06
454,2.3721772799035533e-08,6.046565237193136e-08
455,1.8186600448098034e-07,4.605310133192688e-07
456,3.554372688813601e-08,9.005613802582958e-08
457,2.4016134935664014e-08,6.078669423004612e-08
458,3.862209542421624e-08,9.790248026547488e-08
459,2.987936913268641e-08,7.552237634081394e-08
460,1.9769464118871838e-07,5.019535183673725e-07
461,6.302979722386227e-08,1.6015634400537236e-07
462,1.6156145560671575e-08,4.1516770172165707e-08
463,6.69698377372697e-07,1.6969393852632492e-06
464,1.005416875705123e-08,2.538513927720487e-08
465,1.001404202543199e-08,2.5329255149699746e-08
466,4.908904107287526e-08,1.2394976837094874e-07
467,6.489870929726749e-09,1.642375543815433e-08
468,8.19232583125995e-10,2.1086679589643607e-09
